Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Marked as,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,Gene ID,# Razor Peptides,"Abundances (Normalized): F1: Sample, Flg22","Abundances (Normalized): F2: Sample, Flg22","Abundances (Normalized): F3: Sample, Flg22","Abundances (Normalized): F4: Sample, Flg22","Abundances (Normalized): F5: Sample, Mock","Abundances (Normalized): F6: Sample, Mock","Abundances (Normalized): F7: Sample, Mock","Abundances (Normalized): F8: Sample, Mock",Ratio log2(flg22/Mock),T-Test,,,,,,
High,IsMasterProtein,P25865,Ubiquitin-conjugating enzyme E2 1 OS=Arabidopsis thaliana OX=3702 GN=UBC1 PE=1 SV=1,0,Athaliana,15.789,11,1,11,1,152,17.3,5.58,30.53,1,ath:AT1G14400; P25865; Q4TZ08,0,13088345.56,2573817.929,3317658.748,1564069.223,16221475.55,4154276.974,5714557.386,10697556.63,-0.840520526,0.099343695,,,,,,
High,IsMasterProtein,A0A1P8B7W9,Adenylyl cyclase-associated protein OS=Arabidopsis thaliana OX=3702 GN=CAP1 PE=1 SV=1,0,Athaliana,52.809,27,14,68,14,543,58.4,8.35,95.84,14,A0A1P8B7W9,0,16506891.12,17214460.34,23361952.46,5223445.208,16465719.78,40822198.97,19726652.9,24483395.28,-0.703990479,0.246142945,,,,,,
High,IsMasterProtein,Q8RY62,At2g04690/F28I8.27 OS=Arabidopsis thaliana OX=3702 GN=At2g04690 PE=1 SV=1,0,Athaliana,113.541,57,11,131,11,210,23.6,7.49,299.87,11,Q8RY62,0,173986647.5,179114133,168694039.1,268073309,192339527.7,195737405.8,439954054.5,332722694.8,-0.555378143,0.223159099,,,,,,
High,IsMasterProtein,F4JL11,Importin subunit alpha-2 OS=Arabidopsis thaliana OX=3702 GN=IMPA2 PE=1 SV=1,0,Athaliana,122.826,51,18,90,13,535,58.9,5.1,215.03,18,ath:AT4G16143; F4JL11; O49600; Q9ASV4,3,20526268.07,13507784.23,20627525.09,4114874.415,36002901.43,22687073.25,15811961.88,22127519.87,-0.717224776,0.161058819,,,,,,
High,IsMasterProtein,Q9FKN5,Cardiomyopathy-associated protein OS=Arabidopsis thaliana OX=3702 GN=MPI7.8 PE=1 SV=1,0,Athaliana,23.905,6,5,13,5,1342,149.5,4.31,28.79,5,ath:AT5G17910; Q9FKN5,0,345804.4852,1868706.181,241106.1806,440450.7992,,1322303.235,911725.3647,973176.25,-0.562258702,0.626656194,,,,,,
High,IsMasterProtein,A0A1I9LLI7,Purple acid phosphatase OS=Arabidopsis thaliana OX=3702 GN=PAP15 PE=1 SV=1,0,Athaliana,17.242,9,4,6,4,565,64.5,6.33,11.04,4,A0A1I9LLI7,0,,383884.8531,417130.5936,781818.466,822488.1159,398337.826,1718253.278,993714.375,-0.898007091,0.33106488,,,,,,
High,IsMasterProtein,Q9SIV0,S-alkyl-thiohydroximate lyase SUR1 OS=Arabidopsis thaliana OX=3702 GN=SUR1 PE=1 SV=1,0,Athaliana,66.241,37,15,54,15,462,51.1,5.91,87.82,15,ath:AT2G20610; F4IVH1; Q940P9; Q9SIV0,0,11554005.56,10783697.08,17098423.89,9515740.492,10347090.36,20288465.34,17080283.55,16815975.44,-0.398646711,0.238255129,,,,,,
High,IsMasterProtein,P82658,"Thylakoid lumenal 19 kDa protein, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At3g63540 PE=1 SV=2",0,Athaliana,130.806,59,12,125,12,229,25,7.47,361.37,12,ath:AT3G63540; E0X9N3; F4J2A4; P82658; Q0WLK8,0,110890644.3,327967121.5,147229124.2,115532594.8,224875213.7,271000705,230680610.7,220657833.4,-0.433002143,0.222115414,,,,,,
High,IsMasterProtein,O04551,2-oxoadipate dioxygenase/decarboxylase OS=Arabidopsis thaliana OX=3702 GN=At1g27020 PE=1 SV=1,0,Athaliana,54.038,46,9,26,9,308,35.1,5.72,47.2,9,ath:AT1G27020; O04551,0,30412194.31,12532883.76,9425925.921,5374317.985,13791922.57,4944866.327,4724716.859,4620970.188,1.040033937,0.115313913,,,,,,
High,IsMasterProtein,Q9LQF2,Alkaline/neutral invertase CINV1 OS=Arabidopsis thaliana OX=3702 GN=CINV1 PE=1 SV=1,0,Athaliana,84.575,41,17,37,17,551,62.8,6.83,72.37,17,ath:AT1G35580; Q9LQF2,0,8375879.355,3375392.023,5043984.206,4939935.506,16762139.26,8175447.141,5498033.941,5732219.031,-0.734674636,0.149796633,,,,,,
High,IsMasterProtein,B7ZWR6,Outer envelope protein 61 OS=Arabidopsis thaliana OX=3702 GN=OEP61 PE=1 SV=1,0,Athaliana,26.169,12,4,13,4,554,60.7,5.88,29.98,4,ath:AT5G21990; B7ZWR6; Q8GWM6; Q9C588,0,4178363.092,716374.1996,235277.7822,155809.7217,3117194.458,1060076.402,1045445.386,3894301.125,-0.786433318,0.412359994,,,,,,
High,IsMasterProtein,P25856,"Glyceraldehyde-3-phosphate dehydrogenase GAPA1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=GAPA1 PE=1 SV=3",0,Athaliana,272.23,65,28,407,8,396,42.5,7.75,859.07,28,ath:AT3G26650; P25856; Q41184; Q9LSE6,14,1237711611,1819741936,1803565279,955450050.2,1334913743,2415795299,1918904607,1936828475,-0.387078226,0.125457335,,,,,,
High,IsMasterProtein,Q9C5F4,Anthranilate phosphoribosyltransferase OS=Arabidopsis thaliana OX=3702 GN=At1g70570 PE=1 SV=1,0,Athaliana,109.875,48,23,87,23,595,65.2,6.86,166.93,23,Q9C5F4,0,19732165.85,30455745.98,31865469.7,20380618.34,20652774.43,24580082.31,15003671.88,20304171.81,0.34690473,0.272375581,,,,,,
High,IsMasterProtein,A0A1I9LPZ1,Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At3g50370 PE=1 SV=1,0,Athaliana,5.769,1,1,4,1,2160,236.6,6.64,5.27,1,A0A1I9LPZ1; ath:AT3G50370,0,,1044626.467,509093.7675,1111836.595,,889378.1357,1592404.868,1943769,-0.731420475,0.260827798,,,,,,
High,IsMasterProtein,Q9LK22,Plant UBX domain-containing protein 1 OS=Arabidopsis thaliana OX=3702 GN=PUX1 PE=1 SV=1,0,Athaliana,17.633,24,4,11,4,251,28.5,6.73,23.23,4,ath:AT3G27310; Q9LK22,0,5644074.158,1926301.7,1550727.576,1498256.372,3923940.491,4522626.22,2162001.047,5588485.375,-0.60903456,0.348922043,,,,,,
High,IsMasterProtein,Q9FNA3,Alpha-N-acetylglucosaminidase OS=Arabidopsis thaliana OX=3702 GN=NAGLU PE=2 SV=1,0,Athaliana,172.165,36,25,164,25,806,92.6,7.53,317.93,25,ath:AT5G13690; Q9FNA3,0,103430099.8,38324455.21,45293512.27,157760354.5,197199737.8,105624419.3,189642241.5,74479309.44,-0.717415574,0.339066013,,,,,,
High,IsMasterProtein,A0JQ12,At1g76020 OS=Arabidopsis thaliana OX=3702 GN=At1g76020 PE=1 SV=1,0,Athaliana,59.111,56,8,43,8,225,25.2,8.16,120,8,A0JQ12,0,17135589.41,24559846.2,14695895.51,9292028.686,23821098.23,21418785.34,17876967.89,22818265.38,-0.387719875,0.241425584,,,,,,
High,IsMasterProtein,Q43315,Farnesyl pyrophosphate synthase 2 OS=Arabidopsis thaliana OX=3702 GN=FPS2 PE=2 SV=1,0,Athaliana,39.702,25,9,45,5,342,39.8,5.77,57.61,9,ath:AT4G17190; Q43315,0,6608389.026,4350583.473,8235274.889,1156308.38,11261360.71,8883567.299,9966787.796,4733575.75,-0.775895531,0.012656458,,,,,,
High,IsMasterProtein,A0A1P8AZB4,Beta-galactosidase OS=Arabidopsis thaliana OX=3702 GN=BGAL8 PE=1 SV=1,0,Athaliana,419.203,66,38,616,1,702,77,6.7,1550.56,38,A0A1P8AZB4,0,215677.3654,425197.3263,199620.7398,240206.9605,7814084.347,,1271852.78,,-4.071666039,0.410754104,,,,,,
High,IsMasterProtein,Q0WNJ6,Clathrin heavy chain 1 OS=Arabidopsis thaliana OX=3702 GN=CHC1 PE=1 SV=1,0,Athaliana,158.192,28,35,78,3,1705,193.1,5.4,138.82,35,ath:AT3G11130; Q0WM81; Q0WNJ6; Q9SRM1,24,2311388.589,10369503.84,22177271.78,3783511.436,10694413.26,13407605.33,17806469.34,19730476.66,-0.673684972,0.272517787,,,,,,
High,IsMasterProtein,Q9LZG0,Adenosine kinase 2 OS=Arabidopsis thaliana OX=3702 GN=ADK2 PE=1 SV=1,0,Athaliana,158.631,60,17,198,5,345,37.8,5.26,454.93,17,ath:AT5G03300; Q9LZG0,0,45836950.37,18552056.44,21865021.13,12120009.14,109935131.3,50674562.62,25462517.39,21623267.75,-1.078120299,0.140231452,,,,,,
High,IsMasterProtein,P31582,Ras-related protein RABF2a OS=Arabidopsis thaliana OX=3702 GN=RABF2A PE=1 SV=1,0,Athaliana,7.405,11,2,3,2,200,21.6,5.64,3.95,2,ath:AT5G45130; P31582,0,,704453.5404,2128541.402,444956.9719,,305665.2187,472588.0048,,1.489520638,0.349553313,,,,,,
High,IsMasterProtein,P43286,Aquaporin PIP2-1 OS=Arabidopsis thaliana OX=3702 GN=PIP2-1 PE=1 SV=1,0,Athaliana,20.456,17,5,28,5,287,30.5,8.4,51.03,5,ath:AT3G53420; P43286,0,20227925.59,45710069.77,17451653.44,46024240.41,32505387.11,37642107.16,46428158.92,86456728.5,-0.64971738,0.179380746,,,,,,
High,IsMasterProtein,Q93Z04,Probable pectate lyase 13 OS=Arabidopsis thaliana OX=3702 GN=PMR6 PE=1 SV=1,0,Athaliana,46.824,24,9,26,8,501,53.9,6.47,42.1,9,ath:AT3G54920; Q93Z04; Q9SV40,1,4228811.476,3415711.935,247285.4422,6856913.067,6962131.387,3192189.42,15448257.67,8773441.375,-1.220812575,0.254144237,,,,,,
High,IsMasterProtein,Q9LFL3,TOM1-like protein 1 OS=Arabidopsis thaliana OX=3702 GN=TOL1 PE=1 SV=1,0,Athaliana,63.099,40,11,41,11,407,45.3,4.86,64.43,11,ath:AT5G16880; Q9LFL3,0,11250603.29,12098270.27,7113448.401,3618423.017,13639922.61,14014892.59,11599035.07,9229346.813,-0.508527964,0.025776054,,,,,,
High,IsMasterProtein,Q43314,Glutamate dehydrogenase 1 OS=Arabidopsis thaliana OX=3702 GN=GDH1 PE=1 SV=1,0,Athaliana,104.04,41,14,111,9,411,44.5,6.86,223.3,14,ath:AT5G18170; Q43314,6,42814407.18,100837267.6,39380674.33,29026870.72,53583192.84,83066358.68,61508884.75,105217372.2,-0.516638839,0.329715836,,,,,,
High,IsMasterProtein,P50287,Isoaspartyl peptidase/L-asparaginase 1 OS=Arabidopsis thaliana OX=3702 GN=At5g08100 PE=1 SV=2,0,Athaliana,54.329,38,8,44,8,315,33,5.5,83.62,8,ath:AT5G08100; P50287; Q9LEZ6,0,8647959.725,5936843.665,5742792.85,5416812.447,8124111.754,11239892.11,5237798.286,10830328,-0.460799068,0.248469935,,,,,,
High,IsMasterProtein,Q9M291,Protein transport protein SEC24 B OS=Arabidopsis thaliana OX=3702 GN=SEC24B PE=2 SV=3,0.001,Athaliana,4.028,1,1,3,1,1096,117.6,7.21,3.7,1,A0A1I9LQT4; ath:AT3G44340; F4J1Y1; Q9M291,0,,498275.1594,566429.5487,,,401800.0823,276663.8079,,0.650109421,0.295391693,,,,,,
High,IsMasterProtein,Q8H1E2,"Malate dehydrogenase [NADP], chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At5g58330 PE=2 SV=1",0,Athaliana,203.033,57,23,245,23,443,48.3,6.16,516.08,23,ath:AT5G58330; Q8H1E2; Q8LCQ9; Q8VXZ3; Q9LVL7,0,456947422.4,223299535.3,219885029.5,135393787,765716086.6,391260678.3,282117793.5,254346785.9,-0.709594555,0.052488339,,,,,,
High,IsMasterProtein,Q8GYJ9,HISTIDINE TRIAD NUCLEOTIDE-BINDING 2 OS=Arabidopsis thaliana OX=3702 GN=HINT PE=1 SV=1,0,Athaliana,38.47,34,5,39,5,187,20.4,9.13,86.6,5,Q8GYJ9,0,11385868.52,30205620.32,18466918.07,12286144.89,19097209.03,39443343.66,17911952.78,29311124.06,-0.547887315,0.103172869,,,,,,
High,IsMasterProtein,Q0WP12,Thiocyanate methyltransferase 1 OS=Arabidopsis thaliana OX=3702 GN=HOL1 PE=1 SV=2,0,Athaliana,132.129,67,11,184,11,227,25.3,4.82,410.76,11,ath:AT2G43910; C0Z3K5; O80561; Q0WP12,0,252089609.7,139390785,165274457.7,72572606.29,440395933.5,211805011.7,200390363.8,152444175.1,-0.675363641,0.065066425,,,,,,
High,IsMasterProtein,Q9LK73,UDP-glycosyltransferase 88A1 OS=Arabidopsis thaliana OX=3702 GN=UGT88A1 PE=2 SV=1,0,Athaliana,74.7,34,14,80,14,462,51.2,5.91,144,14,ath:AT3G16520; B9DFF7; Q3EB57; Q3EB58; Q8L9U9; Q9LK73,0,48081875.15,36087791.31,46233252.95,9946886.741,98970252.53,62087303.1,36117579.31,42650192.39,-0.772956955,0.147118329,,,,,,
High,IsMasterProtein,P93740,"Nudix hydrolase 23, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=NUDT23 PE=1 SV=2",0,Athaliana,34.832,28,6,25,6,280,30.8,8.79,60.05,6,ath:AT2G42070; P93740; Q1ECD1; Q8LAH1,0,6342113.709,5649404.29,8489192.093,4576021.485,5692490.345,9032341.723,8742956.893,7818984.188,-0.320354629,0.227875831,,,,,,
High,IsMasterProtein,P41088,Chalcone--flavanone isomerase 1 OS=Arabidopsis thaliana OX=3702 GN=CHI1 PE=1 SV=2,0,Athaliana,54.801,48,10,71,10,246,26.6,5.5,124.59,10,ath:AT3G55120; P41088; Q8W532; Q9LE13; Q9LF74; Q9LF75,0,45448234.47,43750833.42,46274199.14,31953405.52,53827355.37,35797421.09,57776205.12,61172925.5,-0.317029306,0.269707556,,,,,,
High,IsMasterProtein,Q9FMX0,"Superoxide dismutase [Fe] 3, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=FSD3 PE=1 SV=1",0,Athaliana,17.074,22,6,15,6,263,30.3,8.48,14.68,6,ath:AT5G23310; O81240; Q8LCD9; Q9FMX0,0,11928619.38,3361886.235,2481724.708,1016486.284,10558793.34,7695393.783,4837138.034,6427363.781,-0.651762122,0.169950674,,,,,,
High,IsMasterProtein,Q9FE54,At1g16880 OS=Arabidopsis thaliana OX=3702 GN=F6I1.15 PE=1 SV=1,0,Athaliana,8.774,14,2,8,2,152,16.7,6.58,19.75,2,ath:AT1G16850; Q9FE54,0,,1001979.271,,485799.4744,2170877.45,421164.61,2980634.746,3007038.75,-1.527769827,0.644142528,,,,,,
High,IsMasterProtein,Q42524,4-coumarate--CoA ligase 1 OS=Arabidopsis thaliana OX=3702 GN=4CL1 PE=1 SV=1,0,Athaliana,37.808,17,9,24,9,561,61,5.43,44.4,9,ath:AT1G51680; Q42524; Q8RY63,0,7174755.833,5803511.276,5235896.416,3534688.291,3165734.485,5532720.202,2761290.482,4704834.063,0.428103285,0.311259939,,,,,,
High,IsMasterProtein,Q9LP24,Probable leucine-rich repeat receptor-like protein kinase At1g35710 OS=Arabidopsis thaliana OX=3702 GN=At1g35710 PE=1 SV=1,0,Athaliana,6.394,4,2,3,2,1120,124,6.44,1.96,2,ath:AT1G35710; C0LGF8; C0Z3K1; Q94B73; Q9LP24,0,,259297.6145,312405.7659,130787.1424,,,586628.8415,2335615.875,-2.641488832,0.421225658,,,,,,
High,IsMasterProtein,Q9SCV4,Beta-galactosidase 8 OS=Arabidopsis thaliana OX=3702 GN=BGAL8 PE=2 SV=2,0,Athaliana,442.691,60,42,636,5,852,93.2,7.85,1566.88,42,ath:AT2G28470; Q96257; Q9SCV4; Q9SK11,39,1587302503,2021807119,1987956445,3780506487,2199014467,2592390621,5542251585,3503146325,-0.561224221,0.275765849,,,,,,
High,IsMasterProtein,Q1JPM1,At5g65760 OS=Arabidopsis thaliana OX=3702 GN=MPA24.11 PE=1 SV=1,0,Athaliana,74.929,29,12,57,12,515,58.5,5.45,103.92,12,ath:AT5G65760; Q1JPM1,0,27413647.17,9554838.506,11576976.25,5303637.572,32248260.33,25253228.48,13143499.84,14569664.06,-0.662179305,0.082876131,,,,,,
High,IsMasterProtein,F4ISU2,Early endosome antigen OS=Arabidopsis thaliana OX=3702 GN=PICC PE=1 SV=1,0,Athaliana,706.327,71,107,791,105,1333,148.5,4.75,1747.29,107,ath:AT2G32240; F4ISU2,2,924086616.3,910735241.2,776945978.1,545995584,687627697.7,525395888.3,756597942.9,568444132,0.315173695,0.203000067,,,,,,
High,IsMasterProtein,Q9ZWA4,At1g03820 OS=Arabidopsis thaliana OX=3702 GN=F11M21.25 PE=1 SV=1,0,Athaliana,34.026,36,5,16,5,222,25.2,4.58,35.43,5,ath:AT1G03820; Q9ZWA4,0,239.4959092,1472151.796,2255253.137,3000248.057,4790410.398,10285177.83,10123352.24,7124376.813,-2.264348711,0.011331907,,,,,,
High,IsMasterProtein,Q9SU40,Monocopper oxidase-like protein SKU5 OS=Arabidopsis thaliana OX=3702 GN=SKU5 PE=1 SV=1,0,Athaliana,157.781,38,21,261,21,587,65.6,9.11,405.85,21,ath:AT4G12420; Q0WM56; Q8H7C9; Q9SU40,0,358357633.5,275495479.3,265299638.9,171407487.5,457223186,385284184.2,246026449.2,317519412.6,-0.393285238,0.101168188,,,,,,
High,IsMasterProtein,Q9LKB2,Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A protein OS=Arabidopsis thaliana OX=3702 GN=At3g14920 PE=1 SV=1,0,Athaliana,121.885,26,12,157,12,609,69,6.8,403.79,12,ath:AT3G14920; Q9LKB2,0,113553265.5,169014466.1,167460401.2,270138725.4,199722407.6,157691322.3,638968895.1,326453334.1,-0.877231055,0.260385032,,,,,,
High,IsMasterProtein,A0A1P8AV92,Mediator of RNA polymerase II transcription subunit 15a-like protein OS=Arabidopsis thaliana OX=3702 GN=At1g15790 PE=1 SV=1,0,Athaliana,13.024,16,3,9,3,189,21.4,5.67,17.35,3,A0A1P8AV92; ath:AT1G15790,0,561016.9008,3022259.522,5793151.335,1910373.66,1776001.713,693221.1294,,559986.625,1.482585949,0.518278432,,,,,,
High,IsMasterProtein,Q9LYC7,OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 5 OS=Arabidopsis thaliana OX=3702 GN=OTU5 PE=2 SV=1,0,Athaliana,14.034,14,2,10,2,332,37.3,7.34,31.57,2,A0A178VEN6; A0A178VGH0; ath:AT3G62940; B9DF87; Q8W457; Q9LYC7,0,1537274.017,2831335.471,1980456.207,1352332.123,1928930.522,2437810.64,2202928.502,3671434,-0.411178974,0.358033489,,,,,,
High,IsMasterProtein,Q42472,Glutamate decarboxylase 2 OS=Arabidopsis thaliana OX=3702 GN=GAD2 PE=1 SV=1,0,Athaliana,284.608,67,32,272,28,494,56.1,5.4,622.45,32,ath:AT1G65960; Q42472; Q8RXH0; Q944L6,6,641519372.1,378672303.9,440375332.7,264054244.3,1010714297,584712326.9,564174922.4,379914012.5,-0.558273749,0.040507951,,,,,,
High,IsMasterProtein,Q8LDR3,Peptidyl-prolyl cis-trans isomerase CYP23 OS=Arabidopsis thaliana OX=3702 GN=CYP23 PE=2 SV=1,0,Athaliana,18.451,25,4,8,4,226,25.5,8.25,17.24,4,ath:AT1G26940; Q8LDR3; Q9ZVG4,0,2422615.957,172463.7618,1288341.928,696802.0383,2943178.107,1966097.325,2471208.944,942173.5,-0.861626275,0.074084963,,,,,,
High,IsMasterProtein,F4K0E8,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin), chloroplastic OS=Arabidopsis thaliana OX=3702 GN=ISPG PE=1 SV=1",0,Athaliana,208.541,61,38,202,38,741,82.2,6.43,389.08,38,ath:AT5G60600; F4K0E8; Q8GZR7; Q8LPQ4; Q8RXG8; Q9FF59,0,49731577.37,64972725.11,80614217.84,16691863.26,60455337.35,98155593.77,85854183.1,75512763.73,-0.593837241,0.114047217,,,,,,
High,IsMasterProtein,Q9FPJ8,Polyadenylate-binding protein RBP45A OS=Arabidopsis thaliana OX=3702 GN=RBP45A PE=2 SV=1,0,Athaliana,39.481,24,6,43,6,387,42.3,6.55,85.96,6,ath:AT5G54900; Q9FFU0; Q9FPJ8,0,5668787.437,12948344.65,10093381.69,6637349.882,9141389.394,13216652.08,11235199.39,11981608.44,-0.366614861,0.112539244,,,,,,
High,IsMasterProtein,Q9LIR6,"Beta-amylase 1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=BAM1 PE=1 SV=1",0,Athaliana,18.915,12,4,6,4,575,63.7,6.05,13.04,4,ath:AT3G23920; Q0WWR5; Q9LIR6,0,826688.6311,221359.6831,,156828.4536,2295450.441,863542.2419,621689.9823,310718.6875,-1.34867197,0.188018796,,,,,,
High,IsMasterProtein,Q9C6K5,Sm-like protein LSM3B OS=Arabidopsis thaliana OX=3702 GN=LSM3B PE=1 SV=1,0,Athaliana,8.854,28,3,13,3,98,11.3,4.81,7.43,3,ath:AT1G76860; Q9C6K5,0,3053951.501,3479819.399,2401806.026,889405.1197,1738680.136,5325842.245,3890308.554,6387315.75,-0.819755817,0.271479196,,,,,,
High,IsMasterProtein,Q94AU3,Expressed protein OS=Arabidopsis thaliana OX=3702 GN=CGLD11 PE=1 SV=1,0,Athaliana,80.588,44,15,81,15,330,37.5,7.43,138.5,15,Q94AU3,0,47323039.32,38627984.83,37630895.96,13138067.33,55920869.17,59221569.24,52106240.92,32842476.09,-0.549433228,0.010568905,,,,,,
High,IsMasterProtein,O81147,Proteasome subunit alpha type-6-B OS=Arabidopsis thaliana OX=3702 GN=PAA2 PE=1 SV=1,0,Athaliana,59.909,60,14,70,7,246,27.3,6.09,101.87,14,ath:AT2G05840; O81147,6,50559037.57,39850041.2,46467366.79,17908792.88,34278384.88,61837487.52,66137717.85,57614926.09,-0.506373144,0.259720223,,,,,,
High,IsMasterProtein,Q0WVJ5,At1g09850 OS=Arabidopsis thaliana OX=3702 GN=XBCP3 PE=1 SV=1,0,Athaliana,31.571,16,5,17,5,437,48,6.46,37.33,5,ath:AT1G09850; Q0WVJ5,0,,1260699.978,2820954.572,3063352.461,1659454.268,3524015.126,8493515.393,6317568.75,-1.069562236,0.06642651,,,,,,
High,IsMasterProtein,P21240,"Chaperonin 60 subunit beta 1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=CPN60B1 PE=1 SV=3",0,Athaliana,338.635,65,42,482,8,600,63.8,6.51,1053.22,42,ath:AT1G55490; B9DFS9; B9DHQ8; P21240; Q9SAV2,36,1093286943,651319299.2,866991785,369961535.7,1161881827,1167133877,1155644246,669113636.3,-0.478355422,0.048983695,,,,,,
High,IsMasterProtein,A0A1P8APR2,Plastocyanin OS=Arabidopsis thaliana OX=3702 GN=PETE1 PE=1 SV=1,0,Athaliana,26.96,14,2,31,2,207,21.9,9.04,126.06,2,A0A1P8APR2,0,121298716,362499785.7,285694495.7,193505371.4,168568460.3,394564423.5,432474258,627171568.6,-0.752861021,0.174619578,,,,,,
High,IsMasterProtein,O65271,"Bifunctional protein FolD 4, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=FOLD4 PE=1 SV=1",0,Athaliana,32.888,33,8,16,8,360,38.7,8.28,30.24,8,ath:AT4G00620; O65271,0,11044550.49,6263238.626,4751621.044,,3173376.306,7688167.333,783692.6676,5007240.125,0.820694975,0.326631797,,,,,,
High,IsMasterProtein,Q9M0Y8,Vesicle-fusing ATPase OS=Arabidopsis thaliana OX=3702 GN=NSF PE=1 SV=2,0,Athaliana,18.046,6,4,10,4,742,81.4,6.1,15.56,4,ath:AT4G04910; Q9M0Y8; Q9ZPH6,0,467959.0023,1458301.92,2403183.468,483370.9504,1476526.968,1373018.411,2246566.733,2189049.25,-0.598079857,0.263251958,,,,,,
High,IsMasterProtein,O82234,"Translation initiation factor IF3-2, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=IF3-2 PE=2 SV=1",0,Athaliana,29.994,26,7,14,5,312,35.1,5.95,19.05,7,ath:AT2G24060; O82234,2,7471474.602,2546181.279,3287334.951,339898.3948,9232506.123,6046974.142,3081514.238,7305511.094,-0.911526209,0.142756967,,,,,,
High,IsMasterProtein,P48523,Cinnamyl alcohol dehydrogenase 4 OS=Arabidopsis thaliana OX=3702 GN=CAD4 PE=1 SV=1,0,Athaliana,160.255,59,17,143,16,365,39.1,5.55,327.63,17,ath:AT3G19450; B1GUX6; P48523; Q53ZN1; Q8L9U1; Q94B56,0,113415430.4,98354930.12,137528349.7,59189050.6,126903797.3,136021810.7,146913612.6,109745428.4,-0.347065955,0.066410564,,,,,,
High,IsMasterProtein,Q8H1Q2,Cytosolic Fe-S cluster assembly factor NBP35 OS=Arabidopsis thaliana OX=3702 GN=NBP35 PE=1 SV=1,0,Athaliana,16.642,12,2,7,2,350,37.3,4.89,20.06,2,ath:AT5G50960; Q8H1Q2; Q9C5E1; Q9FI52,0,43785.08337,608982.4533,665551.0661,416771.8679,372799.5316,1234067.152,1597422.334,598695.75,-1.132121271,0.052848343,,,,,,
High,IsMasterProtein,Q39161,"Ferredoxin--nitrite reductase, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=NIR1 PE=1 SV=1",0,Athaliana,259.199,66,37,268,37,586,65.5,6.28,561.1,37,ath:AT2G15620; Q39161; Q8H163; Q8H164,0,224610033.5,190827828.3,253710629.1,112513803.4,226411588.6,322372371.5,230956924.4,224538210.5,-0.361542906,0.246110296,,,,,,
High,IsMasterProtein,Q8S9J6,Aspartyl protease family protein At5g10770 OS=Arabidopsis thaliana OX=3702 GN=At5g10770 PE=2 SV=1,0,Athaliana,21.97,9,3,17,3,474,49.8,8.13,30.84,3,ath:AT5G10770; Q8S9J6; Q9LEW2,0,460702.3099,1595018.331,1093886.761,1843298.115,1028919.609,4158239.473,1878709.929,1834613.938,-0.834004014,0.176410806,,,,,,
High,IsMasterProtein,Q9SUG6,Plant UBX domain-containing protein 3 OS=Arabidopsis thaliana OX=3702 GN=PUX3 PE=1 SV=1,0,Athaliana,14.649,13,4,10,3,302,32.9,5.91,12.58,4,ath:AT4G22150; F4JL29; Q9SUG6,0,252765.4642,2370382.185,739094.6439,200503.6071,818632.6412,2194180.107,1656199.017,1012245.5,-0.673220642,0.120883316,,,,,,
High,IsMasterProtein,Q9SEU6,"Thioredoxin M4, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At3g15360 PE=2 SV=2",0,Athaliana,75.152,38,8,141,8,193,21.2,9.57,313.81,8,ath:AT3G15360; Q0WUS9; Q9LDP6; Q9SEU6,0,777009084.2,1171887877,875884038.7,855952206.5,887753439.4,1002923108,1267200193,1147186939,-0.226041396,0.29370787,,,,,,
High,IsMasterProtein,Q8W4E2,V-type proton ATPase subunit B3 OS=Arabidopsis thaliana OX=3702 GN=VHA-B3 PE=2 SV=1,0,Athaliana,106.515,46,18,93,3,487,54.3,5.1,157.5,18,ath:AT1G20260; Q8W4E2; Q9LN19,15,20849506.5,33217210.47,36441450.93,18379799.94,23760322.59,38709875.84,34458542.32,52465561.38,-0.45628058,0.301602533,,,,,,
High,IsMasterProtein,Q9C9P4,"3-oxoacyl-[acyl-carrier-protein] synthase II, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=KAS2 PE=1 SV=1",0,Athaliana,67.793,31,10,44,10,541,57.6,7.87,101.89,10,ath:AT1G74960; Q8RXF5; Q945N5; Q9C9P4; Q9SSG8,0,1959268.698,10078617.14,10800378.86,1169742.468,4662985.93,25157439.42,7435591.69,11743189.63,-1.029242736,0.224883103,,,,,,
